9, -46, 0, 0, 10075
17, -86, 0, 0, 10176
56, 162, 0, 0, 10276
42, 120, 0, 0, 10376
26, -139, 0, 0, 10477
9, 42, 0, 0, 10578
50, 178, 0, 0, 10678
33, 245, 0, 0, 10779
33, -101, 0, 0, 10880
23, -62, 0, 0, 10979
32, 89, 0, 0, 11080
50, 135, 0, 0, 11181
24, 20, 0, 0, 11280
30, -186, 0, 0, 11381
49, -66, 1, 0, 10
44, 21, 1, 0, 89
189, -108, 1, 0, 160
-74, -171, 1, 0, 261
127, 136, 1, 0, 361
64, -123, 1, 0, 461
96, 64, 1, 0, 562
-13, 143, 1, 0, 662
-92, 16, 1, 0, 762
142, 7, 1, 0, 862
202, 257, 1, 0, 963
201, -266, 1, 1, 1064
-102, 5, 1, 1, 1163
-30, 64, 1, 1, 1264
-13, -337, 1, 1, 1366
227, 7, 1, 1, 1465
30, 97, 1, 1, 1566
-32, -6, 1, 1, 1667
176, 75, 1, 1, 1766
-40, -7, 1, 1, 1867
-1, 134, 1, 1, 1968
-2, -5, 1, 1, 2067
140, 44, 1, 1, 2169
-3, -12, 1, 1, 2269
27, -10, 1, 1, 2369
86, 131, 1, 1, 2470
-7, -156, 1, 1, 2571
-54, 77, 1, 1, 2670
7, -13, 1, 1, 2771
126, -271, 1, 1, 2872
-177, -24, 1, 1, 2972
-41, -114, 1, 1, 3072
106, 0, 1, 1, 3173
-5, 26, 1, 1, 3273
51, -6, 1, 1, 3374
149, 38, 1, 1, 3475
23, -181, 1, 1, 3575
-23, 0, 1, 1, 3675
207, 271, 1, 1, 3776
-86, 57, 1, 1, 3876
85, -18, 1, 1, 3977
121, 67, 1, 1, 4076
29, 121, 1, 0, 4177
-214, 44, 1, 0, 4278
-92, 180, 1, 0, 4378
164, 31, 1, 0, 4479
114, -7, 1, 0, 4580
58, -9, 1, 0, 4679
178, 153, 1, 0, 4780
41, -83, 1, 0, 4881
-17, 0, 1, 0, 4981
257, -50, 1, 0, 5081
89, 155, 1, 0, 5182
82, 16, 1, 0, 5282
-18, -67, 1, 0, 5383
-170, -100, 1, 0, 5484
-143, 37, 1, 0, 5583
-210, 63, 1, 0, 5684
156, 25, 1, 0, 5785
6, 127, 1, 0, 5884
-104, -129, 1, 0, 5985
42, 241, 1, 0, 6086
32, 238, 1, 0, 6186
8, -136, 1, 0, 6287
-14, -29, 1, 0, 6388
-439, -438, 1, 0, 6488
397, -26, 1, 0, 6588
-224, 30, 1, 0, 6689
165, 31, 1, 0, 6789
15, -16, 1, 0, 6890
31, 70, 1, 0, 6990
28, 216, 1, 0, 7090
94, 50, 1, 0, 7191
175, -201, 1, 0, 7291
5, 111, 1, 0, 7391
254, 43, 1, 0, 7492
17, 27, 1, 0, 7592
-71, 18, 1, 0, 7693
209, 12, 1, 0, 7794
66, -66, 1, 0, 7894
-25, -5, 1, 0, 7994
57, 84, 1, 0, 8095
63, 8, 1, 0, 8195
91, 152, 1, 0, 8296
221, -175, 1, 0, 8397
191, -118, 1, 0, 8496
-57, 11, 1, 0, 8597
-3, 215, 1, 0, 8698
-33, 230, 1, 0, 8798
279, 40, 1, 0, 8898
-114, -56, 1, 0, 8999
-116, -128, 1, 0, 9099
-26, -82, 1, 0, 9200
4, 209, 1, 0, 9300
14, -48, 1, 0, 9400
60, 21, 1, 0, 9501
42, -90, 1, 0, 9602
-25, 62, 1, 0, 9702
25, 77, 1, 0, 9802
115, 127, 1, 0, 9903
-222, 9, 1, 0, 10019
68, -64, 1, 0, 10104
-86, 80, 1, 0, 10204
-185, -123, 1, 0, 10304
24, 33, 1, 0, 10405
190, 23, 1, 0, 10505
39, -209, 1, 0, 10606
63, 90, 1, 0, 10706
209, 6, 1, 0, 10806
141, 51, 1, 0, 10907
-21, 126, 1, 0, 11008
94, 178, 1, 0, 11108
-48, 117, 1, 0, 11208
84, 167, 1, 0, 11309
239, -165, 1, 0, 11409
153, -129, 1, 0, 11510
32, -11, 1, 0, 11610
303, 8, 1, 0, 11710
20, -6, 1, 0, 11811
-83, 115, 1, 0, 11912
5, -85, 1, 0, 12019
-1, 197, 1, 0, 12112
113, 223, 1, 0, 12213
142, -85, 1, 0, 12313
14, -48, 1, 0, 12414
-56, 39, 1, 0, 12515
114, -19, 1, 0, 12614
236, 3, 1, 0, 12715
-170, 29, 1, 0, 12816
15, 206, 1, 0, 12915
-47, 15, 1, 0, 13016
-155, 80, 1, 0, 13117
27, -89, 1, 0, 13217
92, -223, 1, 0, 13318
-16, 172, 1, 0, 13418
13, 16, 1, 0, 13518
109, 12, 1, 0, 13619
49, 67, 1, 0, 13719
-14, 77, 1, 0, 13820
6, 215, 1, 0, 13920
